ID транспорта,Номерной знак ТС,Полигон,Дата,Данные телематики, пробег,Данные путевого,Штрафы,Манера вождения,Итоговый рейтинг,Дата месяца прогноза,Итоговый рейтинг|Прогноз
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/1/24,10.32,10.32,0,5.9,1,5/1/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/8/24,17,17,1,5.9,1,5/8/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/11/24,32,32,0,5.9,1,5/11/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/12/24,6.3,6.3,1,5.9,1,5/12/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/13/24,3,3,0,5.9,1,5/13/24,0.847483004
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/16/24,31,31,0,5.9,1,5/16/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/17/24,15,0,0,5.9,0.4,5/17/24,0.348089801
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/18/24,55,0,1,5.9,0.4,5/18/24,0.345405587
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/21/24,66,66,1,5.9,1,5/21/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/24/24,77,77,1,5.9,1,5/24/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/25/24,82,82,0,5.9,1,5/25/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/26/24,131,131,0,5.9,1,5/26/24,0.84748395
123,0006АЕ77,МОСКОВСКАЯ ЖД,4/27/24,0,5.38,1,5.9,0.76,5/27/24,0.84748395
124,0379НН77,МОСКОВСКАЯ ЖД,4/2/24,5,5,0,3.9,0.88,5/2/24,0.84748395
124,0379НН77,МОСКОВСКАЯ ЖД,4/10/24,68.1,0,2,3.9,0.28,5/10/24,0.345404462
124,0379НН77,МОСКОВСКАЯ ЖД,4/16/24,3,3,0,3.9,0.88,5/16/24,0.847483075
124,0379НН77,МОСКОВСКАЯ ЖД,4/19/24,54.11,0,2,3.9,0.28,5/19/24,0.345405986
124,0379НН77,МОСКОВСКАЯ ЖД,4/25/24,48,0,0,3.9,0.28,5/25/24,0.345409348
124,0379НН77,МОСКОВСКАЯ ЖД,4/29/24,95,95,3,3.9,0.88,5/29/24,0.84748395
124,0379НН77,МОСКОВСКАЯ ЖД,4/30/24,79,0,4,3.9,0.28,5/30/24,0.345404366
127,0691ВО77,МОСКОВСКАЯ ЖД,4/5/24,55,55,0,5.8,1,5/5/24,0.84748395
127,0691ВО77,МОСКОВСКАЯ ЖД,4/8/24,124,124,0,5.8,1,5/8/24,0.84748395
127,0691ВО77,МОСКОВСКАЯ ЖД,4/9/24,213,213,0,5.8,1,5/9/24,0.84748395
127,0691ВО77,МОСКОВСКАЯ ЖД,4/10/24,47,47,1,5.8,1,5/10/24,0.84748395
127,0691ВО77,МОСКОВСКАЯ ЖД,4/12/24,9,9,0,5.8,1,5/12/24,0.84748395
127,0691ВО77,МОСКОВСКАЯ ЖД,4/16/24,65,0,0,5.8,0.4,5/16/24,0.345404544
127,0691ВО77,МОСКОВСКАЯ ЖД,4/17/24,208,0,1,5.8,0.4,5/17/24,0.345404352
127,0691ВО77,МОСКОВСКАЯ ЖД,4/18/24,86,37,0,5.8,0.82,5/18/24,0.84748395
127,0691ВО77,МОСКОВСКАЯ ЖД,4/25/24,95.63,0,0,5.8,0.4,5/25/24,0.345404353
127,0691ВО77,МОСКОВСКАЯ ЖД,4/26/24,67,0,0,5.8,0.4,5/26/24,0.345404482
129,4075НТ77,МОСКОВСКАЯ ЖД,4/1/24,76,76,2,3.9,0.88,5/1/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/3/24,29,29,1,3.9,0.88,5/3/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/8/24,30,30,2,3.9,0.88,5/8/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/10/24,4,4,1,3.9,0.88,5/10/24,0.847483945
129,4075НТ77,МОСКОВСКАЯ ЖД,4/11/24,15,15,0,3.9,0.88,5/11/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/15/24,18.97,18.97,2,3.9,0.88,5/15/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/16/24,25,25,2,3.9,0.88,5/16/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/17/24,17,0,0,3.9,0.28,5/17/24,0.347356484
129,4075НТ77,МОСКОВСКАЯ ЖД,4/18/24,137,0,2,3.9,0.28,5/18/24,0.345404352
129,4075НТ77,МОСКОВСКАЯ ЖД,4/19/24,11,11,1,3.9,0.88,5/19/24,0.84748395
129,4075НТ77,МОСКОВСКАЯ ЖД,4/22/24,31,0,0,3.9,0.28,5/22/24,0.345535694
129,4075НТ77,МОСКОВСКАЯ ЖД,4/24/24,10,0,1,3.9,0.28,5/24/24,0.353088622
130,4071НТ77,МОСКОВСКАЯ ЖД,4/1/24,93.21,10,1,5.9,0.82,5/1/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/8/24,17,17,0,5.9,1,5/8/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/11/24,31,32,0,5.9,1,5/11/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/12/24,6.24,6,0,5.9,1,5/12/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/13/24,3,3,0,5.9,1,5/13/24,0.84748301
130,4071НТ77,МОСКОВСКАЯ ЖД,4/16/24,148.36,31,2,5.9,0.82,5/16/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/17/24,45,15,0,5.9,0.82,5/17/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/18/24,15,15,0,5.9,1,5/18/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/21/24,66,66,0,5.9,1,5/21/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/24/24,71,71,0,5.9,1,5/24/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/25/24,82,82,1,5.9,1,5/25/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/26/24,123,123,2,5.9,1,5/26/24,0.84748395
130,4071НТ77,МОСКОВСКАЯ ЖД,4/27/24,153.24,0,2,5.9,0.4,5/27/24,0.345404352
131,4070НТ77,МОСКОВСКАЯ ЖД,4/1/24,286,235,4,3.6,0.7,5/1/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/11/24,49,49,2,3.6,0.88,5/11/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/12/24,16,16,1,3.6,0.88,5/12/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/15/24,5,5,0,3.6,0.88,5/15/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/18/24,28,28,0,3.6,0.88,5/18/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/19/24,298,0,1,3.6,0.28,5/19/24,0.345404352
131,4070НТ77,МОСКОВСКАЯ ЖД,4/20/24,17,0,1,3.6,0.28,5/20/24,0.347652659
131,4070НТ77,МОСКОВСКАЯ ЖД,4/23/24,54,0,2,3.6,0.28,5/23/24,0.345406195
131,4070НТ77,МОСКОВСКАЯ ЖД,4/24/24,14,0,0,3.6,0.28,5/24/24,0.349281431
131,4070НТ77,МОСКОВСКАЯ ЖД,4/25/24,22,0,0,3.6,0.28,5/25/24,0.346237029
131,4070НТ77,МОСКОВСКАЯ ЖД,4/26/24,455,0,6,3.6,0.28,5/26/24,0.345404352
131,4070НТ77,МОСКОВСКАЯ ЖД,4/27/24,26,26,0,3.6,0.88,5/27/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/28/24,8,8,0,3.6,0.88,5/28/24,0.84748395
131,4070НТ77,МОСКОВСКАЯ ЖД,4/30/24,49.15,49,2,3.6,0.88,5/30/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/1/24,76,76,0,5.9,1,5/1/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/3/24,29,29,0,5.9,1,5/3/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/8/24,30,50,1,5.9,0.82,5/8/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/10/24,0.05,0.05,0,5.9,1,5/10/24,0.402166533
132,4170НТ77,МОСКОВСКАЯ ЖД,4/11/24,15,15,0,5.9,1,5/11/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/15/24,18,18,1,5.9,1,5/15/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/16/24,25,25,0,5.9,1,5/16/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/17/24,17,18.05,0,5.9,0.94,5/17/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/18/24,137,137,1,5.9,1,5/18/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/19/24,11,11.9,0,5.9,0.94,5/19/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/22/24,31,31,0,5.9,1,5/22/24,0.84748395
132,4170НТ77,МОСКОВСКАЯ ЖД,4/30/24,10,10,0,5.9,1,5/30/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/1/24,93.21,93.21,0,3.9,0.88,5/1/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/8/24,17.4,17,0,3.9,0.88,5/8/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/11/24,37,31,0,3.9,0.76,5/11/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/12/24,6.24,6.24,0,3.9,0.88,5/12/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/13/24,3,3,0,3.9,0.88,5/13/24,0.847483139
133,0535РК77,МОСКОВСКАЯ ЖД,4/16/24,48.13,48.13,1,3.9,0.88,5/16/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/17/24,45,45,0,3.9,0.88,5/17/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/18/24,55,15,0,3.9,0.7,5/18/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/21/24,63,63,0,3.9,0.88,5/21/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/24/24,71.28,71,0,3.9,0.88,5/24/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/25/24,82,82,0,3.9,0.88,5/25/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/26/24,122.18,122.18,1,3.9,0.88,5/26/24,0.84748395
133,0535РК77,МОСКОВСКАЯ ЖД,4/27/24,123.24,123.24,0,3.9,0.88,5/27/24,0.84748395
134,0536РК77,МОСКОВСКАЯ ЖД,4/1/24,92,0,0,5.9,0.4,5/1/24,0.345404353
134,0536РК77,МОСКОВСКАЯ ЖД,4/2/24,69,0,0,5.9,0.4,5/2/24,0.345404432
134,0536РК77,МОСКОВСКАЯ ЖД,4/3/24,1114,0,8,5.9,0.4,5/3/24,0.345404352
134,0536РК77,МОСКОВСКАЯ ЖД,4/4/24,105,0,0,5.9,0.4,5/4/24,0.345404352
134,0536РК77,МОСКОВСКАЯ ЖД,4/5/24,63,0,2,5.9,0.4,5/5/24,0.345404621
134,0536РК77,МОСКОВСКАЯ ЖД,4/23/24,7.31,7.31,0,5.9,1,5/23/24,0.84748395
134,0536РК77,МОСКОВСКАЯ ЖД,4/26/24,101,0,0,5.9,0.4,5/26/24,0.345404352
134,0536РК77,МОСКОВСКАЯ ЖД,4/27/24,93,0,0,5.9,0.4,5/27/24,0.345404353
134,0536РК77,МОСКОВСКАЯ ЖД,4/28/24,55,0,0,5.9,0.4,5/28/24,0.345405535
134,0536РК77,МОСКОВСКАЯ ЖД,4/29/24,423,0,2,5.9,0.4,5/29/24,0.345404352
135,9416РВ77,МОСКОВСКАЯ ЖД,4/1/24,286,286,0,4.4,0.88,5/1/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/3/24,1075,0,0,4.4,0.28,5/3/24,0.345404352
135,9416РВ77,МОСКОВСКАЯ ЖД,4/6/24,104.96,0,1,4.4,0.28,5/6/24,0.345404352
135,9416РВ77,МОСКОВСКАЯ ЖД,4/9/24,149.7,0,1,4.4,0.28,5/9/24,0.345404352
135,9416РВ77,МОСКОВСКАЯ ЖД,4/11/24,39,39,0,4.4,0.88,5/11/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/12/24,6,6,0,4.4,0.88,5/12/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/15/24,5,5,0,4.4,0.88,5/15/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/18/24,28,28,1,4.4,0.88,5/18/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/19/24,298,298,0,4.4,0.88,5/19/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/20/24,8,8,0,4.4,0.88,5/20/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/23/24,51,54,1,4.4,0.82,5/23/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/24/24,14,14,0,4.4,0.88,5/24/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/25/24,22,22,0,4.4,0.88,5/25/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/26/24,235,235,0,4.4,0.88,5/26/24,0.84748395
135,9416РВ77,МОСКОВСКАЯ ЖД,4/27/24,26,26,0,4.4,0.88,5/27/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/1/24,76,25,0,0,0.7,5/1/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/3/24,26,26,0,0,0.88,5/3/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/8/24,30,30,0,0,0.88,5/8/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/10/24,4,6,0,0,0.7,5/10/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/11/24,15,15,0,0,0.88,5/11/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/15/24,18.97,18.97,0,0,0.88,5/15/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/16/24,25.07,25.07,0,0,0.88,5/16/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/21/24,36.94,36.94,0,0,0.88,5/21/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/28/24,88.16,88.16,0,0,0.88,5/28/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/1/24,76,25,0,0,0.7,5/1/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/3/24,29,26,1,0,0.76,5/3/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/8/24,54.12,30,0,0,0.7,5/8/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/10/24,0.05,6,0,0,0.7,5/10/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/11/24,15,15,0,0,0.88,5/11/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/15/24,18,18.97,0,0,0.82,5/15/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/16/24,25,25.07,1,0,0.88,5/16/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/17/24,18.05,30,0,0,0.7,5/17/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/18/24,137,7,2,0,0.7,5/18/24,0.847431039
444,Б/Н,МОСКОВСКАЯ ЖД,4/19/24,13.9,26,0,0,0.7,5/19/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/22/24,31,31,0,0,0.88,5/22/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/28/24,40,88.16,0,0,0.7,5/28/24,0.84748395
444,Б/Н,МОСКОВСКАЯ ЖД,4/30/24,10,36,0,0,0.7,5/30/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/1/24,76,76,0,6,1,5/1/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/3/24,29,29,0,6,1,5/3/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/8/24,55.12,50,0,6,0.88,5/8/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/10/24,0.05,0.05,0,6,1,5/10/24,0.39594561
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/11/24,15,15,1,6,1,5/11/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/15/24,18,18,0,6,1,5/15/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/16/24,25,25,0,6,1,5/16/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/17/24,18.05,18.05,1,6,1,5/17/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/18/24,137,137,0,6,1,5/18/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/19/24,11.9,11.9,0,6,1,5/19/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/22/24,31,31,0,6,1,5/22/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/26/24,9,9,0,6,1,5/26/24,0.84748395
137,6750ЕТ75,МОСКОВСКАЯ ЖД,4/30/24,10,10,0,6,1,5/30/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/1/24,76,76,0,3.7,0.88,5/1/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/3/24,26,26,0,3.7,0.88,5/3/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/8/24,30,30,0,3.7,0.88,5/8/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/10/24,25,25,0,3.7,0.88,5/10/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/11/24,15,15,0,3.7,0.88,5/11/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/15/24,48.97,48.97,0,3.7,0.88,5/15/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/16/24,35.07,35.07,0,3.7,0.88,5/16/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/21/24,36.1,36.1,0,3.7,0.88,5/21/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/25/24,34.25,34.25,0,3.7,0.88,5/25/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/26/24,6.61,6.61,0,3.7,0.88,5/26/24,0.84748395
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/28/24,24,0,0,3.7,0.28,5/28/24,0.346028431
138,6751ЕТ75,МОСКОВСКАЯ ЖД,4/30/24,7.12,0,0,3.7,0.28,5/30/24,0.361148911
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/1/24,102,102,0,4.9,0.92,5/1/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/2/24,147,47,1,4.9,0.74,5/2/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/3/24,179,179,0,4.9,0.92,5/3/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/4/24,66,66,0,4.9,0.92,5/4/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/5/24,151,151,0,4.9,0.92,5/5/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/6/24,0.15,0,1,4.9,0.32,5/6/24,0.393814409
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/7/24,163,163,0,4.9,0.92,5/7/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/8/24,401,401,1,4.9,0.92,5/8/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/9/24,137,137,0,4.9,0.92,5/9/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/10/24,169,169,2,4.9,0.92,5/10/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/11/24,453,453,0,4.9,0.92,5/11/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/12/24,49,49,0,4.9,0.92,5/12/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/13/24,61,61,1,4.9,0.92,5/13/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/15/24,82,82,1,4.9,0.92,5/15/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/16/24,55,55,0,4.9,0.92,5/16/24,0.84748395
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/20/24,98,0,1,4.9,0.32,5/20/24,0.345404352
139,Х905ХО197,МОСКОВСКАЯ ЖД,4/30/24,87,0,0,4.9,0.32,5/30/24,0.345404355
140,5630ОН57,МОСКОВСКАЯ ЖД,4/4/24,0,0,0,5.9,0.4,5/4/24,0.394035585
140,5630ОН57,МОСКОВСКАЯ ЖД,4/10/24,50.2,138.07,2,5.9,0.82,5/10/24,0.84748395
140,5630ОН57,МОСКОВСКАЯ ЖД,4/11/24,50.2,50.2,1,5.9,1,5/11/24,0.84748395
140,5630ОН57,МОСКОВСКАЯ ЖД,4/18/24,2.2,2.2,0,5.9,1,5/18/24,0.847430426
140,5630ОН57,МОСКОВСКАЯ ЖД,4/25/24,51,51,3,5.9,1,5/25/24,0.84748395
140,5630ОН57,МОСКОВСКАЯ ЖД,4/29/24,2.53,2.53,0,5.9,1,5/29/24,0.847474209
142,3147ОК57,МОСКОВСКАЯ ЖД,4/2/24,5,5,1,5.2,0.96,5/2/24,0.84748395
142,3147ОК57,МОСКОВСКАЯ ЖД,4/11/24,73.21,13.21,3,5.2,0.78,5/11/24,0.84748395
142,3147ОК57,МОСКОВСКАЯ ЖД,4/16/24,3,3,1,5.2,0.96,5/16/24,0.847483151
142,3147ОК57,МОСКОВСКАЯ ЖД,4/29/24,187,10.79,4,5.2,0.78,5/29/24,0.847483948
143,9300ОН57,МОСКОВСКАЯ ЖД,4/2/24,5,0,0,4.5,0.28,5/2/24,0.365994278
143,9300ОН57,МОСКОВСКАЯ ЖД,4/11/24,6.33,0,0,4.5,0.28,5/11/24,0.361472935
147,3146ОК57,МОСКОВСКАЯ ЖД,4/2/24,5,5,0,4.2,0.88,5/2/24,0.84748395
147,3146ОК57,МОСКОВСКАЯ ЖД,4/3/24,26,0,0,4.2,0.28,5/3/24,0.345766553
147,3146ОК57,МОСКОВСКАЯ ЖД,4/8/24,30,0,0,4.2,0.28,5/8/24,0.345571737
147,3146ОК57,МОСКОВСКАЯ ЖД,4/10/24,74.03,0,0,4.2,0.28,5/10/24,0.345404386
147,3146ОК57,МОСКОВСКАЯ ЖД,4/11/24,15,13.21,0,4.2,0.76,5/11/24,0.84748395
147,3146ОК57,МОСКОВСКАЯ ЖД,4/15/24,18.97,0,0,4.2,0.28,5/15/24,0.346807579
147,3146ОК57,МОСКОВСКАЯ ЖД,4/16/24,3,3,0,4.2,0.88,5/16/24,0.847483107
147,3146ОК57,МОСКОВСКАЯ ЖД,4/21/24,63.94,0,0,4.2,0.28,5/21/24,0.345404591
147,3146ОК57,МОСКОВСКАЯ ЖД,4/28/24,88.16,0,0,4.2,0.28,5/28/24,0.345404354
147,3146ОК57,МОСКОВСКАЯ ЖД,4/29/24,10.79,10.79,0,4.2,0.88,5/29/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/2/24,40,0,0,3.2,0.28,5/2/24,0.345430421
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/6/24,48,0,0,3.2,0.28,5/6/24,0.345409917
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/15/24,6.47,0,1,3.2,0.28,5/15/24,0.362208729
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/17/24,246,246,0,3.2,0.88,5/17/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/18/24,36,36,0,3.2,0.88,5/18/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/19/24,39,39,0,3.2,0.88,5/19/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/20/24,67,67,1,3.2,0.88,5/20/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/22/24,48,48,0,3.2,0.88,5/22/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/23/24,34,34,0,3.2,0.88,5/23/24,0.84748395
148,7093ОУ57,МОСКОВСКАЯ ЖД,4/24/24,40,40,1,3.2,0.88,5/24/24,0.84748395
450,7330ОН57,МОСКОВСКАЯ ЖД,4/18/24,22.06,0,0,6,0.4,5/18/24,0.346121289
450,7330ОН57,МОСКОВСКАЯ ЖД,4/23/24,11,11,0,6,1,5/23/24,0.84748395
450,7330ОН57,МОСКОВСКАЯ ЖД,4/29/24,12,0,0,6,0.4,5/29/24,0.35035816
151,6905ОН57,МОСКОВСКАЯ ЖД,4/2/24,8.15,0,0,4.9,0.32,5/2/24,0.356000793
151,6905ОН57,МОСКОВСКАЯ ЖД,4/10/24,5.04,0,0,4.9,0.32,5/10/24,0.364387515
151,6905ОН57,МОСКОВСКАЯ ЖД,4/18/24,22.06,0,0,4.9,0.32,5/18/24,0.346141071
151,6905ОН57,МОСКОВСКАЯ ЖД,4/23/24,11,0,0,4.9,0.32,5/23/24,0.351565775
151,6905ОН57,МОСКОВСКАЯ ЖД,4/29/24,12,0,0,4.9,0.32,5/29/24,0.350493677
152,6930ОН57,МОСКОВСКАЯ ЖД,4/2/24,325,0,0,6,0.4,5/2/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/3/24,279,0,2,6,0.4,5/3/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/4/24,241,0,0,6,0.4,5/4/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/5/24,365,0,0,6,0.4,5/5/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/6/24,201.1,0,0,6,0.4,5/6/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/7/24,351.16,0,3,6,0.4,5/7/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/8/24,301,0,0,6,0.4,5/8/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/9/24,365.12,0,0,6,0.4,5/9/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/10/24,269,0,1,6,0.4,5/10/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/11/24,453,0,0,6,0.4,5/11/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/12/24,234.64,0,1,6,0.4,5/12/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/13/24,204.62,0,1,6,0.4,5/13/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/15/24,357.12,0,0,6,0.4,5/15/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/16/24,412.02,0,2,6,0.4,5/16/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/17/24,298.36,0,3,6,0.4,5/17/24,0.345404352
152,6930ОН57,МОСКОВСКАЯ ЖД,4/18/24,251.96,0,0,6,0.4,5/18/24,0.345404352
